,text,target
152,"If anyone had a right to question whether our democracy was worth redeeming, it was Dr. Martin Luther King, Jr. Because in the face of billy clubs and lynchings, poll taxes and literacy tests, he never gave in to violence, never waved a traitorous flag or gave up on our country. https://t.co/TCmbuiXkUa",1
153,"Happy birthday to my love, my partner, and my best friend. Every moment with you is a blessing. Love you, Miche. https://t.co/BrtH0vwKk4",1
154,"And here’s a look back at the response to last summer’s Black Lives Matter protests.

https://t.co/IYTfawbWe5",1
155,"And here’s one that is more anecdotal.

https://t.co/Qzpw8mCi39",1
156,"For those who are wondering why so much attention has been focused on the response of the Capitol Police to the Trump-inspired riots, here’s a data-driven article that provides some useful frame of reference. 

https://t.co/MAdlWGRd23",1
157,Here’s my statement on today’s violence at the Capitol. https://t.co/jLCKo2D1Ya,1
158,"My friend John Lewis is surely smiling down on his beloved Georgia this morning, as people across the state carried forward the baton that he and so many others passed down to them. https://t.co/CgVEP4Ilt8",1
159,"Georgia voters—If you're in line before the polls close at 7 pm, stay there. You have the right to vote, no matter how long it takes. If you have questions, call the Georgia voter protection hotline at 1-888-730-5816. Let's bring this home.",1
160,"Great to see you out there, Tyriek. First-time voters are making a difference today! https://t.co/RTgI9LKwZh",1
161,"Thanks for voting, Emily—and thanks even more for committing to stay involved after today. Your state and your country need you! https://t.co/abDwE67JtC",1
162,"If you have questions or run into any issues at your polling location, call the Georgia voter protection hotline at 1-888-730-5816. https://t.co/HSghgIj0g5",1
163,"Georgia, this is it. Today is Election Day and your vote can help elect @ReverendWarnock and Jon @Ossoff to the U.S. Senate.

Make your voice heard today and vote—either in person or by dropping off your mail-in ballot at a ballot drop box. https://t.co/M5rEabPPOg",1
164,"For those looking for ways to help @ReverendWarnock and Jon @Ossoff get elected, you can find opportunities to volunteer from anywhere at https://t.co/NAHvLC1ET9.",1
165,"If you’re a Georgia voter, you can respond tomorrow with the most powerful tool we have as Americans—your vote. Make a plan to vote in person or drop off your mail-in-ballot at a ballot drop box. Check-in with your family and friends to do the same. https://t.co/HSghgIABEF",1
166,"Tomorrow is Election Day in Georgia and the stakes could not be higher. We’re seeing how far some will go to retain power and threaten the fundamental principles of our democracy. But our democracy isn’t about any individual, even a president—it’s about you.",1
167,"Georgia, you voted in record numbers to send @JoeBiden and @KamalaHarris to the White House.

Now we need you to show up again to vote @ReverendWarnock and Jon @Ossoff to the U.S. Senate. Make your plan to vote on Tuesday, January 5 at https://t.co/HSghgIj0g5. https://t.co/s7ZBPuC6lp",1
168,"And here’s a story that reminds us of the power of fresh starts, community, and the good that’s in all of us, across the country and around the world.
https://t.co/zsahLYiZPT",1
169,"After a year that has tested us in unimaginable ways, we've seen how people from all walks of life have stepped up to create change to make things better. Here's to ringing in 2021 with optimism for what's to come and a belief that our best days are still ahead. Happy New Year!",1
170,"We’re just one week away from the U.S. Senate runoff elections in Georgia. 

If you’re in Georgia, make a plan to vote early if you can and reach out to your friends and family to make sure they do the same. https://t.co/HSghgIABEF",1
171,"The redistricting process in 2021 will be a snapshot of democracy in action, and @allontheline is working to ensure everyone has a voice. We’ve accomplished a lot together this year, but there's still so much work to do.
 
Join us: https://t.co/ZEKRnODaR4 https://t.co/LbIDuICyXa",1
172,"This Christmas looks different for all of us. As we spend time with those we love—in person or virtually—let us celebrate the blessings we cherish, embrace the spirit of giving, and look out for one another. From my family to yours, Merry Christmas! https://t.co/rhKouyDrI9",1
173,"It’s unconscionable that there are families worried over the holidays that they’ll be evicted next month. Extending the eviction moratorium was a start, but Congress has to do more to help folks who can’t pay rent because of COVID-related unemployment. https://t.co/mW5HO9sNhc",1
174,"With COVID cases surging worse than ever, getting vaccinated is one of the most important things we can do. But until the vaccine is widely available, socially distancing and wearing masks will actually save even more lives, and alleviate the pressure on healthcare workers.",1
175,"Here are some of my favorite songs of the year. As usual, I had some valuable consultation from our family music guru, Sasha, to put this together. I hope you find a new song or two to listen to. https://t.co/K1NRPYiSg4",1
176,"Like everyone else, we were stuck inside a lot this year, and with streaming further blurring the lines between theatrical movies and television features, I’ve expanded the list to include visual storytelling that I’ve enjoyed this year, regardless of format. https://t.co/a8BS8jDkSs",1
